Τίτλος,Συγγραφέας,Τιμή,Αρχική τιμή,url
Υπο ευρεια εννοια,"Σπανδαγος, Βαγγελης",4.80,13.59,https://www.protoporia.gr/spandagos-baggelhs-ypo-eyreia-ennoia-metaxeirismeno-2229608333282.html
Υπο κατοχη,"Φερστ, Αλαν",5.80,14.40,https://www.protoporia.gr/ferst-alan-ypo-katoxh-metaxeirismeno-2229601692645.html
Υπο σκιαν,"Καρτερης, Γιωργος",4.13,16.82,https://www.protoporia.gr/karterhs-giwrgos-ypo-skian-metaxeirismeno-2229600504482.html
Υπο την σκιαν του Πλατωνος,"Μαρκης, Δημητριος",8.90,13.78,https://www.protoporia.gr/markhs-dhmhtrios-ypo-thn-skian-toy-platwnos-metaxeirismeno-2229607151528.html
Υπο το μηδεν,"Παπαβασιλειου, Βασιλης",11.20,14.13,https://www.protoporia.gr/markarhs-petros-ypo-to-mhden-metaxeirismeno-2229604106248.html
Υπο-κουλτουρα: Το νοημα του στυλ,"Χεμπντιτζ, Ντικ",13.50,15.00,https://www.protoporia.gr/xempntitz-ntik-ypo-koyltoyra-to-nohma-toy-styl-metaxeirismeno-2229602350438.html
Υπογεια πολιτεια,"Ντυπρο, Τζιν",8.40,14.00,https://www.protoporia.gr/ntypro-tzin-ypogeia-politeia-metaxeirismeno-2229601637592.html
Υπογειες απολαυσεις,"Μπουνιουελ, Λουι",5.00,,https://www.protoporia.gr/mpoynioyel-loyi-ypogeies-apolayseis-metaxeirismeno-2220001130645.html
Υπογειος παγκοσμιος πολεμος,"Βελοπουλος, Κυριακος",5.00,10.00,https://www.protoporia.gr/belopoylos-kyriakos-ypogeios-pagkosmios-polemos-metaxeirismeno-2229605870001.html
Υποδυομενη την κυρια Μαο,"Μει, Λο Σου",7.00,17.60,https://www.protoporia.gr/mei-lo-soy-ypodyomenh-thn-kyria-mao-metaxeirismeno-2229608196351.html
Υποθεσεις ΙΙ. Επιφυλλιδες στην Καθημερινη,"Μπουκαλας, Παντελης",10.85,21.70,https://www.protoporia.gr/mpoykalas-pantelhs-ypo8eseis-ii-epifyllides-sthn-ka8hmerinh-metaxeirismeno-2229603256869.html
Υποθεσεις κατασκοπιας κατα την Επανασταση του 1821,"Ρεππας, Χρηστος Κ.",12.00,20.00,https://www.protoporia.gr/reppas-xrhstos-k-ypo8eseis-kataskopias-kata-thn-epanastash-toy-1821-metaxeirismeno-2229609337982.html
Υποθεση 40/61: Η δικη του Αιχμαν,"Μουλις, Χαρι",10.50,15.00,https://www.protoporia.gr/moylis-xari-ypo8esh-40-61-h-dikh-toy-aixman-metaxeirismeno-2229600367988.html
Υποθεση Jacob,"Landay, William",15.00,18.80,https://www.protoporia.gr/landay-william-ypo8esh-jacob-metaxeirismeno-2229603645328.html
Υποθεση Juliet,"Γρηγοριαδης, Νικος Γ.",7.60,19.00,https://www.protoporia.gr/grhgoriadhs-nikos-g-ypo8esh-juliet-metaxeirismeno-2229605183958.html
Υποθεση αιματος,"Ρανκιν, Ιαν",3.50,9.90,https://www.protoporia.gr/rankin-ian-ypo8esh-aimatos-metaxeirismeno-2226180311530.html
Υποθεση αιματος,"Ρανκιν, Ιαν",4.90,18.35,https://www.protoporia.gr/rankin-ian-ypo8esh-aimatos-metaxeirismeno-2229603758073.html
Υποθεση Ζαχαριαδη,Συλλογικο,16.20,18.00,https://www.protoporia.gr/syllogiko-ypo8esh-zaxariadh-metaxeirismeno-2229603690601.html
Υποθεση Ζερμεν,"Ντινοπουλος, Αργυρης",6.82,17.04,https://www.protoporia.gr/ntinopoylos-argyrhs-ypo8esh-zermen-metaxeirismeno-2229600356425.html
Υποθεση Λεοπολντ,"Crespy, Michel",4.00,10.09,https://www.protoporia.gr/crespy-michel-ypo8esh-leopolnt-metaxeirismeno-2221607893606.html
Υποθεση Λεοπολντ,"Crespy, Michel",4.00,10.09,https://www.protoporia.gr/crespy-michel-ypo8esh-leopolnt-metaxeirismeno-2229607893602.html
Υποθεση Μιτφορντ: Εγκλημα στο τρενο,"Fellowes, Jessica",8.30,16.60,https://www.protoporia.gr/fellowes-jessica-ypo8esh-mitfornt-egklhma-sto-treno-metaxeirismeno-2229606056046.html
"Υποθεση Μιτφορντ: Χαρισματικος, νεος και νεκρος","Fellowes, Jessica",8.30,16.60,https://www.protoporia.gr/fellowes-jessica-ypo8esh-mitfornt-xarismatikos-neos-kai-nekros-metaxeirismeno-2229606058484.html
Υποθεση Μποσμαν,"Μαυρομματης, Μανωλης",3.50,16.00,https://www.protoporia.gr/mayrommaths-manwlhs-ypo8esh-mposman-metaxeirismeno-2229600315507.html
Υποθεση Τουλαγεφ,"Σερζ, Βικτωρ",12.50,25.00,https://www.protoporia.gr/serz-biktwr-ypo8esh-toylagef-metaxeirismeno-2229607909822.html
Υποθηκες ζωης,Συλλογικο,2.00,6.39,https://www.protoporia.gr/syllogiko-ypo8hkes-zwhs-metaxeirismeno-2229608594935.html
Υποπτοι δρομοι,"Λογαρας, Κωστας",4.50,10.00,https://www.protoporia.gr/logaras-kwstas-ypoptoi-dromoi-metaxeirismeno-2220007165207.html
Υποσχεση αιματος Vampire Academy,"Mead, Richelle",8.00,20.17,https://www.protoporia.gr/mead-richelle-yposxesh-aimatos-vampire-academy-metaxeirismeno-2229609516073.html
Υποσχεση γαμου,"Συμπαρδης, Γιωργος",7.08,17.70,https://www.protoporia.gr/sympardhs-giwrgos-yposxesh-gamoy-metaxeirismeno-2229605011466.html
Υποταγη,"Μαλανδρινου, Μαρια",8.50,17.04,https://www.protoporia.gr/malandrinoy-maria-ypotagh-metaxeirismeno-2229600350645.html
Υποταγη,"Ουελμπεκ, Μισελ",11.90,17.00,https://www.protoporia.gr/oyelmpek-misel-ypotagh-metaxeirismeno-2229600516447.html
Υποταγη,"Σαγκαν, Φρανσουαζ",4.00,7.44,https://www.protoporia.gr/sagkan-fransoyaz-ypotagh-metaxeirismeno-2229602081523.html
Υπουργειο του τρομου,"Lorenc, Alojz",3.90,16.20,https://www.protoporia.gr/lorenc-alojz-ypoyrgeio-toy-tromoy-metaxeirismeno-2229606760646.html
Υποφωτισμενο,"Χατζηδημητριου, Νικη",4.69,11.73,https://www.protoporia.gr/xatzhdhmhtrioy-nikh-ypofwtismeno-metaxeirismeno-2229600513132.html
Υποχρεωτικη πορεια,"Καμιλερι, Αντρεα",4.80,11.73,https://www.protoporia.gr/kamileri-antrea-ypoxrewtikh-poreia-metaxeirismeno-2229601615361.html
Υποψιες,"Μαρης, Γιαννης",8.00,,https://www.protoporia.gr/marhs-giannhs-ypopsies-metaxeirismeno-2229604695629.html
Υστατο τιμημα,"Humphreys, C. C.",7.90,19.90,https://www.protoporia.gr/humphreys-c-c-ystato-timhma-metaxeirismeno-2229606868878.html
Υστερα εφυγες στ αληθεια,"Βογιατζογλου, Στελλα",8.00,18.34,https://www.protoporia.gr/bogiatzogloy-stella-ystera-efyges-st-alh8eia-metaxeirismeno-2229600412275.html
"Υστερα, ηρθαν οι μελισσες","Ξανθουλης, Γιαννης",5.90,14.91,https://www.protoporia.gr/3an8oylhs-giannhs-ystera-hr8an-oi-melisses-metaxeirismeno-2229600320815.html
Υστερογραφο φωτογραφιες και ποιηματα,"Γεραλης, Γιωργος",9.91,18.01,https://www.protoporia.gr/geralhs-giwrgos-ysterografo-fwtografies-kai-poihmata-metaxeirismeno-2229603200978.html
Υφαινοντας ονειρα Trade edition,"Ιωαννιδου-Αδαμιδου, Ειρενα",8.01,9.90,https://www.protoporia.gr/iwannidoy-adamidoy-eirena-yfainontas-oneira-trade-edition-metaxeirismeno-2229606053687.html
Υφαινοντας το ουρανιο τοξο,"Dawkins, Richard",8.90,22.31,https://www.protoporia.gr/dawkins-richard-yfainontas-to-oyranio-to3o-metaxeirismeno-2229607990172.html
Υφασμα και χωρος,"Κλιφτον-Μογκ, Καρολαιν",49.60,63.19,https://www.protoporia.gr/klifton-mogk-karolain-yfasma-kai-xwros-metaxeirismeno-2229602042159.html
Υψηλη πιεση - Προληψη-Θεραπεια χωρις φαρμακα,"Sneddon, Russel",4.89,12.23,https://www.protoporia.gr/sneddon-russel-ypshlh-piesh-prolhpsh-8erapeia-xwris-farmaka-metaxeirismeno-2229603640057.html
Υψωνοντας τειχη,"Marshall, Tim",11.55,15.50,https://www.protoporia.gr/marshall-tim-ypswnontas-teixh-metaxeirismeno-2229606059610.html
Φαβες και πουρεδες,,3.00,,https://www.protoporia.gr/-fabes-kai-poyredes-metaxeirismeno-2229604752162.html
ΦΑΒΙΟΛΑ -,,2.00,3.00,https://www.protoporia.gr/-fabiola-metaxeirismeno-2220001102321.html
Φαε με,"Desarthe, Agnes",7.64,19.09,https://www.protoporia.gr/desarthe-agnes-fae-me-metaxeirismeno-2229607560634.html
Φαεθων,"Βαρβιτσιωτης, Τακης",4.69,9.37,https://www.protoporia.gr/barbitsiwths-takhs-fae8wn-metaxeirismeno-2220004330233.html
Φαιδρος ΠΑΛΙΟΣ,Πλατων,11.00,22.37,https://www.protoporia.gr/platwn-faidros-palios-metaxeirismeno-2229607760386.html
Φαινομενα και διοσημεια,"Αρατος, Σολεας",16.00,31.80,https://www.protoporia.gr/aratos-soleas-fainomena-kai-dioshmeia-metaxeirismeno-2229608437997.html
Φαινομενολογια του νου,"Χεγκελ, Γκεοργκ",14.40,36.18,https://www.protoporia.gr/xegkel-gkeorgk-fainomenologia-toy-noy-metaxeirismeno-2229600513477.html
Φαινομενολογια του πνευματος Ι,"Χεγκελ, Γκεοργκ",6.00,13.78,https://www.protoporia.gr/xegkel-gkeorgk-fainomenologia-toy-pneymatos-i-metaxeirismeno-2229602486557.html
Φακελλος Εκκλησια,"Καρατζαφερης, Σπυρος",8.61,9.57,https://www.protoporia.gr/karatzaferhs-spyros-fakellos-ekklhsia-metaxeirismeno-2220003524268.html
Φακελος 17 Νοεμβρη,"Τελλογλου, Τασος",7.00,21.40,https://www.protoporia.gr/tellogloy-tasos-fakelos-17-noembrh-metaxeirismeno-2229600510551.html
Φακελος αποδρασης,"Orringer, Julie",16.80,24.00,https://www.protoporia.gr/orringer-julie-fakelos-apodrashs-metaxeirismeno-2229600123102.html
Φακελος βαμπιρ,"Παπαδοπουλος, Διονυσης",7.00,10.88,https://www.protoporia.gr/papadopoylos-dionyshs-fakelos-bampir-metaxeirismeno-2229603093518.html
Φακελος Γολγοθας,"Βαντενμπεργκ, Φιλιπ",3.95,19.87,https://www.protoporia.gr/bantenmpergk-filip-fakelos-golgo8as-metaxeirismeno-2229603920685.html
Φακελος Ιησους,"Bagent, Michael",7.90,22.94,https://www.protoporia.gr/bagent-michael-fakelos-ihsoys-metaxeirismeno-2229601625308.html
Φακελος Κλαουζεν,"Horst, Jorn Lier",11.62,16.60,https://www.protoporia.gr/horst-jorn-lier-fakelos-klaoyzen-metaxeirismeno-2229606535756.html
Φακελος Μακεδονια,"Χρυσανθοπουλος, Μιχαηλ",8.90,21.30,https://www.protoporia.gr/xrysan8opoylos-mixahl-fakelos-makedonia-metaxeirismeno-2229608184044.html
Φακελος Ρεμπους - Οι αγνωστες υποθεσεις,"Ρανκιν, Ιαν",12.50,17.70,https://www.protoporia.gr/rankin-ian-fakelos-rempoys-oi-agnwstes-ypo8eseis-metaxeirismeno-2226180302101.html
Φακελος Σνοουντεν,"Χαρντινγκ, Λουκ",3.45,17.04,https://www.protoporia.gr/xarntingk-loyk-fakelos-snooynten-metaxeirism-2229600357637.html
Φακος στο στομα,"Χρυσοπουλος, Χρηστος",6.30,14.00,https://www.protoporia.gr/xrysopoylos-xrhstos-fakos-sto-stoma-metaxeirismeno-2229604353437.html
Φαλκονερ,"Cheever, John",5.11,12.78,https://www.protoporia.gr/cheever-john-falkoner-metaxeirismeno-2229600357200.html
Φαλκονερ η φυλακη της χαραυγης,"Τσηβερ, Τζων",4.00,,https://www.protoporia.gr/tshber-tzwn-falkoner-h-fylakh-ths-xarayghs-metaxeirismeno-2220007628078.html
Φαμπερ,"Garcia, Tristan",10.00,20.00,https://www.protoporia.gr/garcia-tristan-famper-metaxeirismeno-2229604355080.html
Φαμπιαν,"Τζεημς, Π. Ντ.",10.80,12.00,https://www.protoporia.gr/tzehms-p-nt-fampian-metaxeirism-2229602370030.html
Φαμπιαν Η ιστορια ενος ηθικολογου,"Καιστνερ, Εριχ",7.00,,https://www.protoporia.gr/kastner-erich-fampian-h-istoria-enos-h8ikologoy-metaxeirism-2220002100005.html
Φαμπιεν,"Σκοπελιτης, Στελιος",14.23,23.72,https://www.protoporia.gr/skopeliths-stelios-fampien-metaxeirismeno-2229603255152.html
"Φαναρι, Αθηνα","Φουγιας, Παναγιωτης Γ.",13.00,15.99,https://www.protoporia.gr/foygias-panagiwths-g-fanari-a8hna-metaxeirismeno-2229602399123.html
Φανη,"Γερασιμιδης, Γερασιμος",9.06,18.11,https://www.protoporia.gr/gerasimidhs-gerasimos-fanh-metaxeirismeno-2229608100020.html
Φαντασιογραφια,"Βρετος, Σπυρος Α.",4.90,12.72,https://www.protoporia.gr/bretos-spyros-a-fantasiografia-metaxeirismeno-2229607800358.html
Φαντασιωσεις του θηλυκου,"Δουκα-Καμπιτογλου, Αικατερινη",6.39,12.78,https://www.protoporia.gr/doyka-kampitogloy-aikaterinh-fantasiwseis-toy-8hlykoy-metaxeirismeno-2229603742843.html
Φαντασμαγορια,"Brownridge, Lucy",9.95,19.90,https://www.protoporia.gr/brownridge-lucy-fantasmagoria-metaxeirismeno-2229601683643.html
Φαντασματα,"Cerami, Vincenzo",6.49,16.23,https://www.protoporia.gr/cerami-vincenzo-fantasmata-metaxeirismeno-2229607990851.html
Φαντασματα,"Αλντερτον, Ντολι",11.62,16.60,https://www.protoporia.gr/alnterton-ntoli-fantasmata-metaxeirismeno-2226180144145.html
Φαντασματα,"Οστερ, Πολ",6.80,8.52,https://www.protoporia.gr/oster-pol-fantasmata-metaxeirismeno-2229602082407.html
Φαντασματα μονο,"Χερμαν, Γιουντιθ",5.90,5.91,https://www.protoporia.gr/xerman-gioynti8-fantasmata-mono-metaxeirismeno-2229600511848.html
Φαντασματα του Μαρξ,"Ντεριντα, Ζακ",8.00,17.44,https://www.protoporia.gr/nterinta-zak-fantasmata-toy-mar3-metaxeirismeno-2229608528152.html
Φανταστικες ιστοριες,"Μπηρς, Αμβροσιος",7.00,9.50,https://www.protoporia.gr/mphrs-ambrosios-fantastikes-istories-metaxeirismeno-2229603290740.html
Φανταστικες καλοκαιρινες διακοπες Γ΄ δημοτικου,"Καραγιαννης, Βασιλης Σ.",3.50,10.00,https://www.protoporia.gr/karagiannhs-basilhs-s-fantastikes-kalokairines-diakopes-g-dhmotikoy-metaxeirismeno-2229601636366.html
Φανταστικες συναντησεις,"Μανγκανελι, Τζιορτζιο",4.80,9.57,https://www.protoporia.gr/mangkaneli-tziortzio-fantastikes-synanthseis-metaxeirismeno-2229600324592.html
Φανταστικη περιπετεια,"Κοτζιας, Αλεξανδρος",15.50,19.50,https://www.protoporia.gr/kotzias-ale3andros-fantastikh-peripeteia-metaxeirismeno-2229600442234.html
Φανταστικοι κοσμοι,Συλλογικο,5.90,12.50,https://www.protoporia.gr/syllogiko-fantastikoi-kosmoi-metaxeirismeno-2224604210032.html
Φανταστικοι κοσμοι,Συλλογικο,8.15,16.30,https://www.protoporia.gr/syllogiko-fantastikoi-kosmoi-metaxeirismeno-2229604210037.html
Φανφαν,"Ζαρντεν, Αλεξαντρ",8.90,10.14,https://www.protoporia.gr/zarnten-ale3antr-fanfan-metaxeirismeno-2224607213245.html
ΦΑΞ - Fax,"Απεργης, Σταυρος",2.65,10.65,https://www.protoporia.gr/aperghs-stayros-fa3-fax-metaxeirismeno-2229600335031.html
Φαπ,"Γερμανος, Φρεντυ",9.00,,https://www.protoporia.gr/germanos-frenty-fap-metaxeirismeno-2229602222759.html
Φαρ Ουεστ στη γαλαζια χωρα,"Δειλινος, Δημητρης",8.10,10.25,https://www.protoporia.gr/deilinos-dhmhtrhs-far-oyest-sth-galazia-xwra-metaxeirismeno-2220000413916.html
Φαρ Ουεστ στη γαλαζια χωρα,"Δειλινος, Δημητρης",4.00,10.25,https://www.protoporia.gr/deilinos-dhmhtrhs-far-oyest-sth-galazia-xwra-metaxeirismeno-2221000413913.html
Φαραχ Παχλαβι Απομνημονευματα,"Παχλαβι, Φαραχ",10.95,20.30,https://www.protoporia.gr/paxlabi-farax-farax-paxlabi-apomnhmoneymata-metaxeirismeno-2229607952354.html
Φαραω Trade Edition,"Gibbins, David",4.95,9.90,https://www.protoporia.gr/gibbins-david-faraw-trade-edition-metaxeirismeno-2229606051461.html
Φαραω Αχενατον,"Προκοπιου, Αγγελος",4.00,11.73,https://www.protoporia.gr/prokopioy-aggelos-faraw-axenaton-metaxeirismeno-2221607327668.html
Φαρινελι,"Κορμπιο, Αντρε",2.48,14.00,https://www.protoporia.gr/kormpio-antre-farineli-metaxeirism-2229602371020.html
Φαρμακειον Εκστρατειας,"Ελευθεριου, Μανος",5.32,13.30,https://www.protoporia.gr/eley8erioy-manos-farmakeion-ekstrateias-metaxeirismeno-2226180307069.html
Φαρμακι,"Σανγκσουκ, Σανεχ",4.50,9.04,https://www.protoporia.gr/sangksoyk-sanex-farmaki-metaxeirismeno-2229602641772.html
Φαρμακομουνα,"Διονυσιου, Μαρια",5.50,10.00,https://www.protoporia.gr/dionysioy-maria-farmakomoyna-metaxeirismeno-2229604992292.html
Φαρος και φαρισκος,"Φορστερ, Εντουαρντ Μοργκαν",4.45,14.00,https://www.protoporia.gr/forster-entoyarnt-morgkan-faros-kai-fariskos-metaxeirism-2229602210374.html
Φασεις και αντιφασεις του Ελληνικου κρατους,"Σωτηροπουλος, Δημητρης Π.",7.50,10.00,https://www.protoporia.gr/swthropoylos-dhmhtrhs-p-faseis-kai-antifaseis-toy-ellhnikoy-kratoys-metaxeirismeno-2229600517444.html
Φασισμοι Παλιος και νεος,"Γκλυκσμαν, Αντρε",4.00,9.58,https://www.protoporia.gr/gklyksman-antre-fasismoi-palios-kai-neos-metaxeirismeno-2220003030073.html
Φασισμος Και αι ιδεολογικαι του βασεις,"Παμπουκας, Γεωργιος",6.40,8.52,https://www.protoporia.gr/pampoykas-gewrgios-fasismos-kai-ai-ideologikai-toy-baseis-metaxeirismeno-2229606804074.html
Φασματα φθορας,"Βιστωνιτης, Αναστασης",2.50,5.31,https://www.protoporia.gr/bistwniths-anastashs-fasmata-f8oras-metaxeirismeno-2229600311912.html
Φασματικες ιστοριες,"Γραμμελης, Θανασης Δ.",8.40,12.00,https://www.protoporia.gr/grammelhs-8anashs-d-fasmatikes-istories-metaxeirismeno-2226185624130.html
Φατε τη σκονη μου,"Τζεικομπσον, Χαουαρντ",8.11,13.52,https://www.protoporia.gr/tzeikompson-xaoyarnt-fate-th-skonh-moy-metaxeirism-2229608132120.html
Φατιμα. Το ενοχο μυστικο του Βατικανου,"Tastzian, Ari",6.80,16.90,https://www.protoporia.gr/tastzian-ari-fatima-to-enoxo-mystiko-toy-batikanoy-metaxeirismeno-2229604211379.html
Φατμαγκιουλ,"Altiparmakoglu, Sebahat",5.40,10.80,https://www.protoporia.gr/turkali-vedat-fatmagkioyl-metaxeirismeno-2229601426028.html
Φατσουλες. Μικυ Μαους,"Ντισνευ, Γουολτ",2.90,8.00,https://www.protoporia.gr/ntisney-goyolt-fatsoyles-miky-maoys-metaxeirismeno-2229606998766.html
Φαυλος κυκλος,"Σερσεν, Ιβαν",5.18,14.84,https://www.protoporia.gr/sersen-iban-faylos-kyklos-metaxeirismeno-2229600362808.html
Φεβρουαριος,"Γεωργακοπουλος, Θοδωρης",7.95,15.98,https://www.protoporia.gr/gewrgakopoylos-8odwrhs-febroyarios-metaxeirismeno-2229600354469.html
Φεβρουαριος αιων. Η πολιτικη του τρομου στον εικοστο αιωνα,"Δρακονταειδης, Φιλιππος",7.75,15.79,https://www.protoporia.gr/drakontaeidhs-filippos-d-febroyarios-aiwn-h-politikh-toy-tromoy-ston-eikosto-aiwna-metaxeirismeno-2229606627369.html
Φεγγαραδα στο δερμα,"Σαραφη, Ασημενια",3.60,4.00,https://www.protoporia.gr/sarafh-ashmenia-feggarada-sto-derma-metaxeirismeno-2221601619073.html
Φεγγαρακι μου λαμπρο φεξε μου και γλιστρησα,"Κοβατα, Τζομπε",8.90,13.86,https://www.protoporia.gr/kobata-tzompe-feggaraki-moy-lampro-fe3e-moy-kai-glistrhsa-metaxeirismeno-2224602630764.html
Φεγγαρι δυο ημερων,"Ahern, Cecelia",8.00,,https://www.protoporia.gr/ahern-cecelia-feggari-dyo-hmerwn-metaxeirismeno-2229603644970.html
Φεγγαρι δυο ημερων Trade edition,"Ahern, Cecelia",4.95,9.90,https://www.protoporia.gr/ahern-cecelia-feggari-dyo-hmerwn-trade-edition-metaxeirismeno-2229603649814.html
Φεγγαρι στο βυθο,"Κυριακου, Ασκληπιαδα",3.06,6.12,https://www.protoporia.gr/kyriakoy-asklhpiada-feggari-sto-by8o-metaxeirismeno-2229608965476.html
Φεγγαρι στον τοιχο,"Crowley, Cath",5.00,11.99,https://www.protoporia.gr/crowley-cath-feggari-ston-toixo-metaxeirismeno-2229604843310.html
Φεγγαριαστηκανε στα Ταμπαχανα,"Καρακατσανη, Ρουλα",10.00,,https://www.protoporia.gr/karakatsanh-royla-feggariasthkane-sta-tampaxana-metaxeirismeno-2229602363179.html
Φειγ βολαν της κατοχης,"Βαρναλης, Κωστας",9.50,19.17,https://www.protoporia.gr/barnalhs-kwstas-feig-bolan-ths-katoxhs-metaxeirismeno-2229600344996.html
Φεμινισμος,"Cameron, Deborah",6.50,13.00,https://www.protoporia.gr/cameron-deborah-feminismos-metaxeirismeno-2229605245724.html
Φεμινιστικη ερμηνευτικη,"Κασσελουρη-Χατζηβασιλειαδη, Ελενη",6.39,10.65,https://www.protoporia.gr/kasseloyrh-xatzhbasileiadh-elenh-feministikh-ermhneytikh-metaxeirismeno-2229602422890.html
Φενγκ Σουι - Γεωενεργεια και χωροενεργεια,"Λουπεσκου, Αγκιλ",17.85,21.30,https://www.protoporia.gr/loypeskoy-agkil-fengk-soyi-gewenergeia-kai-xwroenergeia-metaxeirismeno-2229609097145.html
Φενγκ Σουι σε 10 λεπτα,"Alexander, Skye",5.00,14.10,https://www.protoporia.gr/alexander-skye-fengk-soyi-se-10-lepta-metaxeirismeno-2229604429101.html
Φεντερικο Φελινι,"Wiegand, Chris",11.90,16.70,https://www.protoporia.gr/wiegand-chris-fenteriko-felini-metaxeirismeno-2229602356782.html
Φεντερικο Φελινι,"Βαλουκος, Σταθης",5.30,10.65,https://www.protoporia.gr/baloykos-sta8hs-fenteriko-felini-metaxeirismeno-2229603221997.html
Φεοντορ Ντοστογιεβσκη,"Τσβαιχ, Στεφαν",9.00,10.00,https://www.protoporia.gr/tsbaix-stefan-feontor-ntostogiebskh-metaxeirismeno-2229602702787.html
Φερμιν. Οι περιπετειες ενος μητροπολιτικου κατεργαρη,"Savage, Sam",6.00,15.18,https://www.protoporia.gr/savage-sam-fermin-oi-peripeteies-enos-mhtropolitikoy-katergarh-metaxeirismeno-2225601417462.html
Φερμουαρ,"Ζουμπουλακη, Μανινα",9.50,12.00,https://www.protoporia.gr/zoympoylakh-manina-fermoyar-metaxeirismeno-2229605691613.html
Φεστιβαλ μπιμπικιων,"Γκραν, Γιεγκορ",1.58,13.86,https://www.protoporia.gr/gkran-giegkor-festibal-mpimpikiwn-metaxeirismeno-2229602630844.html
Φευγω,"Κοντολεων, Κωστια",4.50,12.20,https://www.protoporia.gr/kontolewn-kwstia-feygw-metaxeirismeno-2229604538889.html
"Φευγω, αγαπησα",Γιοβαννα,8.00,16.00,https://www.protoporia.gr/giobanna-feygw-agaphsa-metaxeirismeno-2229600434086.html
Φημη,"Κελμαν, Ντανιελ",6.40,12.78,https://www.protoporia.gr/kelman-ntaniel-fhmh-metaxeirismeno-2229600349236.html
Φθινοπωρινη αστραπη,"Lowry, Dave",9.00,20.39,https://www.protoporia.gr/lowry-dave-f8inopwrinh-astraph-metaxeirismeno-2229606623347.html
Φθινοπωρο,"Χατζοπουλος, Κωνσταντινος",4.00,,https://www.protoporia.gr/xatzopoylos-kwnstantinos-f8inopwro-metaxeirismeno-2229604694929.html
Φθινοπωρο --,"Λεντ, Τζεφρυ",12.00,20.00,https://www.protoporia.gr/lent-tzefry-f8inopwro-metaxeirismeno-2225604102518.html
Φθινοπωρο --,"Λεντ, Τζεφρυ",18.00,20.00,https://www.protoporia.gr/lent-tzefry-f8inopwro-metaxeirismeno-2229604102516.html
Φθινοπωρο στο Πεκινο,"Βιαν, Μπορις",4.90,19.80,https://www.protoporia.gr/bian-mporis-f8inopwro-sto-pekino-metaxeirismeno-2229605041289.html
Φθιωτικος λογος,,5.00,,https://www.protoporia.gr/-f8iwtikos-logos-metaxeirismeno-2220001162639.html
"Φθονος, τρομος, πολεμος","Ραμφος, Στελιος",3.70,9.37,https://www.protoporia.gr/ramfos-stelios-f8onos-tromos-polemos-metaxeirismeno-2229605272607.html
Φθορα και λογος,"Βιτι, Μαριο",5.90,14.78,https://www.protoporia.gr/biti-mario-f8ora-kai-logos-metaxeirismeno-2229600500682.html
Φιδι στο κρεβατι,"Ζηλφιδου, Δεσποινα",4.00,14.30,https://www.protoporia.gr/damolh-maria-fidi-sto-krebati-metaxeirismeno-2229602117956.html
Φιλα με οπως μου αρεσει,"Κονταξοπουλου, Αγγελικη",6.50,16.31,https://www.protoporia.gr/konta3opoyloy-aggelikh-fila-me-opws-moy-aresei-metaxeirismeno-2229601417804.html
"Φιλα με, αγγελε μου... φυλα με...","Σιδηροπουλος, Παναγιωτης",6.40,16.00,https://www.protoporia.gr/sidhropoylos-panagiwths-fila-me-aggele-moy-fyla-me-metaxeirismeno-2226185033390.html
Φιλαδελφεια,"Ντεηβις, Κριστοφερ",7.00,14.34,https://www.protoporia.gr/ntehbis-kristofer-filadelfeia-metaxeirismeno-2225602370865.html
Φιλαδελφος,"Χαρμπουρη, Πητρη",13.00,16.39,https://www.protoporia.gr/xarmpoyrh-phtrh-filadelfos-metaxeirismeno-2229601605256.html
Φιλαληθης εξιστορηση της κατακτησης του Περου,"Μολινα, Φρ. Λοπεθ ντε Χερεθ Κρ.ντε",5.00,12.72,https://www.protoporia.gr/molina-fr-lope8-nte-xere8-kr-nte-filalh8hs-e3istorhsh-ths-katakthshs-toy-peroy-metaxeirismeno-2229603030384.html
Φιλαποδημες ακροασεις,"Τζαμαδανης, Γιωργος Α.",3.00,8.52,https://www.protoporia.gr/tzamadanhs-a-giwrgos-filapodhmes-akroaseis-metaxeirismeno-2229604280320.html
Φιλαρετης: Ελπινικη,"Μεγαπανου, Αμαλια",3.65,13.94,https://www.protoporia.gr/megapanoy-amalia-filareths-elpinikh-metaxeirismeno-2229607009317.html
Φιλελευθερισμος,"Freeden, Michael",8.40,12.00,https://www.protoporia.gr/freeden-michael-fileley8erismos-metaxeirismeno-2229605246325.html
Φιλελληνων,"Τσελεπιδου, Βικυ",4.46,9.90,https://www.protoporia.gr/tselepidoy-biky-filellhnwn-metaxeirismeno-2229605042309.html
Φιλησα λαθος βατραχο,"Θωμοπουλου, Σοφια",4.00,14.85,https://www.protoporia.gr/8wmopoyloy-sofia-filhsa-la8os-batraxo-metaxeirismeno-2229601402251.html
Φιλησα μια φορα την Ευδοξια,"Αγαρ, Σεργκουν",4.90,8.00,https://www.protoporia.gr/agar-sergkoyn-filhsa-mia-fora-thn-eydo3ia-metaxeirismeno-2229604102905.html
ΦΙΛΗΣΕ ΜΕ ΣΑΝ ΚΑΙ ΠΡΩΤΑ,"Παπαδημα, Δημητρα",3.00,10.00,https://www.protoporia.gr/papadhma-dhmhtra-filhse-me-san-kai-prwta-metaxeirismeno-2220008493927.html
